1054611660290342912	17 nouvelles communes bretonnes ont été retenues en état de catastrophe naturelle après les inondations et les coulées de boues de cet été.	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054463028228509696	Italie[Vidéo]: Une impressionnante tempête de grêle cause des inondations à Rome !	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054198227099103232	«[Après les inondations dans l’Aude], on est sur des dégâts de l’ordre de 200 millions d’euros, c’est très important	Aude	NA	Message-Utilisable	Message-InfoUrgent	Degats-Materiels
1054369924162953216	"( ): #Emmanuel #Macron dans l'Aude avec les sinistrés : ""On va faire vite"" : Sur place ce lundi, le président a promis aux sinistrés des inondations que l'État serait ""présent"" pour eux. Une semaine après les.."	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
277678002274447360	CityEngine : Simulation d'une inondation à la confluence de la Seine et la Marne avec #CityEngine	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
958069368251998208	Soutien amical de la Bretagne  Moi je suis sur un plateau élevé (enfin bon 95m au dessus de la mer et elle est à 80km  quand même ) et sans risque d'inondation mais je pense à vous et ces imbéciles qui accuse l'agriculture alors qu'elle les protège en encaissant dur 👏👏	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	Soutiens
1054266277253079040	RT Uiisc7: #INONDATIONS Les missions auprès des populations de l’#Aude continuent! ✊  #pompage #sauvetage #secours Copyright SicomUrgence  pic.twitter.com/t4rvTJB51v►SecCivileFrance	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054236274645762048	Urbanisation, changement climatique et appauvrissement des sols : le cocktail qui favorise les inondations	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
432166626977259520	Quelqu'un a-t-il dit à #hollande qu'il n'y avait pas d'inondation en Tunisie et à Trappes mais que c'est en bretagne et sur le littoral ?	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054105309516611584	Les dégâts dus aux inondations dans l'Aude chiffrés à environ «200 millions d'euros» par le ministre de l'Économie. #Aude	Aude	NA	Message-Utilisable	Message-InfoUrgent	Degats-Materiels
735534409110171648	Inondation à #Montréal le 14 juillet 1987, coin Mont-Royal & Camillien-Houde #histoire #désastre	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
444203228138582016	Ai dû fermer - temporairement- ma page Facebook à cause d'un inondation de commentaires agressifs et à caractère sexuel de fans de @gab_roy	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054227489223069696	"""On attend de lui un geste fort"" : Emmanuel Macron se rend au chevet des sinistrés des inondations dans l'Aude via @franceinfo"	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
429179238571200512	Ce matin, 9 dpts en #vigilanceorange vagues-submersion, parmi eux 5 aussi en #vigilanceorange inondation. + d'infos >	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
1054357826297085952	Inondations, marche à suivre après la reconnaissance de l'état de ... - L'Humanité	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
535090172795179008	J'ai retrouvé des souvenirs de fanzinat bizarres dans la cave, sauvés de l'inondation ! poke @petitcarreau (≧▽≦)	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054383327715774464	tu voulais qu'il y aille pendant les inondations?	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054461724525506560	Au moment où le Président @EmmanuelMacron témoigne son soutien aux victimes des inondations de l'Aude, les députés @LaREM_AN s'associent à cet hommage et redisent leur solidarité affectueuse à leurs collègues @Daniele_herin @PereaAlain @MRobert_11	Aude	NA	Message-Utilisable	Message-InfoNonUrgent	Soutiens
1054299961590976512	#Ronda #inondations -» Les murs des bains arabes de Ronda (Malaga) n'ont pas résisté face aux violentes précipitations survenues ce week-end. #al-andalus #Espagne	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
738749366618460160	Ce soir sur @TLHTV un formidable docu-fiction fait revivre l'inondation de 1910	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
664538928687525888	Que faire si vous êtes coincés dans votre voiture pendant une inondation ? #LeMondedeJamy	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
1051936710261649408	La dévastation dans l’#Aude dépasse l’entendement. Le temps est à celui du deuil, de la compassion et du secours pour les victimes et sinistrées.Les traumatismes seront durables.Puisse la solidarité de toute la Nation aussi. #InondationsAude #inondations11	Aude	NA	Message-Utilisable	Message-InfoNonUrgent	Soutiens
1054266549761122304	«[Après les inondations dans l’Aude], on est sur des dégâts de l’ordre de 200 millions d’euros, c’est très important.» #POLITIQUE	Aude	NA	Message-Utilisable	Message-InfoUrgent	Degats-Materiels
1054604196262096896	"Belle parole meilleure que le ""que d'eau que d'eau"" de Mac Mahon mais quedal quedal sur la prévention d'autres inondations"	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1.054576858724e+18	Je retweete pour le doigt mis sur cette médiatisation bidon encore de #Macron faite 1 semaine après les inondations #Aude qui n’est que #mascarade et coûte 1 #pognondedingue en + de mobiliser des accès et des hommes. Tout dans la comm. 80M€ c’est de l’#argentmagique? Et après?😡   https://twitter.com/manonlebretton/status/1054456388259377159	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
478915753396420608	@NicolasPeycru @guideimmoneuf @Sofinity_Paris @BenoitMetayer @inondation_STOP @CedricSZABO @FontMarianne @DomJDom @adppc avec plaisir :)	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
326646414702686208	Lac des Deux-Montagnes dépasse seuil d'inondation ce matin. Endroits à Laval où citoyens peuvent avoir sable et sacs:	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
709011684510273536	Allianz vous propose des gestes à retenir en cas d'inondation #EuSequana2016 #crue	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
1051851725794029568	[VIGILANCE] Fortes pluies +sur	Aude	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
939888515952861184	️Mise à jour de notre #ALERTE #INTEMPÉRIES : 55 départements sont en communiqué spécial demain lundi pour des vents #tempétueux, des #pluies abondantes accompagnées d'un risque d'#inondation et d'abondantes chutes de #neige ⚠️     pic.twitter.com/biNy0vua1H	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
361163512459960320	J'ai affronté l'inondation, les arbres tombés, le déluge, la grêle et surtout ma peur de l'orage pour conduire & revoir @clemence_blg	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054403271983456256	Sécheresse et inondations en Meurthe-et-Moselle : l'état de catastrophe naturelle reconnu dans 11 communes	Aude	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
66193871561953280	L'OMU du NB a émis un avertissement d'inondation. Les niveaux d'inondation seront atteints ou dépassés à Clair et Saint-Hilaire.	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
128520284742500352	Beaucoup de pluie aujourd'hui en Bretagne. Un record de 1883 est tombé à #Brest. 106mm d'eau se sont abattus sur la ville. #Inondation	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
489168339248635904	Côte-d'Ivoire: 1/4 de la production de bananes détruit par une inondation (2ème exportateur africain)  via @Le_Figaro	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
240411146652381184	Une première photographie complète du risque inondation en France: Plus de 17 millions de français sont exposés ...	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
1053999519485042688	"Inondations dans l'Aude: des dégâts ""de l'ordre de 200 millions d'euros"", annonce Le Maire #Société via @LePoint"	Aude	NA	Message-Utilisable	Message-InfoUrgent	Degats-Materiels
955122796484587520	6 nouveaux impôts pour l'année 2018 dont 5 créés par ce gouvernement (la taxe #gemapi, rebaptisée taxe inondation, a été créée en 2014). A cela s'ajoutent les 2 surtaxes exceptionnelles sur l'impôt sur les sociétés allant jusqu'à 30% qui se sont appliquées en 2017 🔘	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	Critiques
1054300341829799936	Quelles leçons peut-on tirer après les inondations dans l’Aude ?	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
133861745251983360	Le Var repasse en alerte orange pluie/inondation à partir de 16h jusqu'à demain 10h. #Météo #Var #héhoçasuffit	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
455065592241061888	Article très pertinent au printemps: #inondation, fuite des conduites publiques, infiltrations… êtes-vous couvert?	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
266747756033499136	Forte pluie au Cap-Haitien (Plus de une heure). Inondation partielle de la ville. La situation est triste dans les quartiers populaires.	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054458802567811072	"Ne soyez pas dupes de la comedia del arte de #MACRON avec ses larmes de crocodile envers les sinistrés des #Inondations dans #Aude ""c'est 100% FAKE"" Son but c'est de récupérer des voix par la #Calinothérapie Il a été dans l'Aude à la pêche aux voix #MacronAude @LalobaRose #CaVous"	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054436109617426432	🔵   Les inondations ont fait 14 morts dans l'Aude  http://video.lefigaro.fr/figaro/video/inondations-emmanuel-macron-rencontre-les-sinistres-de-l-aude/5851846572001/?utm_medium=Social&amp;utm_source=Twitter#Echobox=1540219810	Aude	NA	Message-Utilisable	Message-InfoUrgent	Degats-Humains
892805053504905216	C'est insultant d'être en alerte inondation quand les autres sont en alerte canicule..	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
738442208840450048	- François! La France prend l'eau!!! - On ne change rien Manu! On maintient le cap! - Non mais vraiment! C'est l'inondation! - Sors le 49-3!	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
959549461772079104	"Voilà, je suis sur Twitter depuis 1 an. Merci de suivre toujours mon boulot, je suis fier de ce que je dessine.  Je vous offre une définition du mot inondation: ""Submersion des terrains avoisinant le lit mineur d'un cours d'eau ; eaux qui inondent."" (Larousse)    merci, au revoir"	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1052131024715563008	EN DIRECT - Crues mortelles dans l'#Aude : 13 morts selon un nouveau bilan, 10.000 habitants privés d'eau potable	Aude	NA	Message-Utilisable	Message-InfoUrgent	Degats-Humains
1054302117727559680	Aude: après les inondations, des gendarmes patrouillent pour éviter les cambriolages	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1051864343942447104	Nous exprimons nos condoléances aux familles et aux proches des victimes des #inondations11 dans l’#Aude, #Occitanie. La senyera de la @casagovperpinya est en berne et avec un ruban noir en signe de deuil.	Aude	NA	Message-Utilisable	Message-InfoNonUrgent	Soutiens
429170647831687168	"""Là où la mer est repassée, elle revient"", Nicolas #Sarkozy, poète français du début du XXIème siècle, victime d'une inondation médiatique."	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
956513232512053248	#CrueSeine #Inondation #Paris #Seine : mais non ! Je ne suis pas à #Venice , je ne suis pas sur une #gondola ... c'est une #Photography de la #CrueSeine de 1910 ...#Paris .	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054299120016482304	Emmanuel Macron dans l'#Aude au chevet des sinistrés après les inondations	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
660800997376335872	Victime d'inondation, il répond à la télé en direct perché sur un arbre	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
832618644395880448	Inondation d'un village entier à 90km de la capitale saoudienne #Riyadh   #Arabie_Saoudite	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1050735195857592320	Trajectoire prévue et modélisée de l'#ouragan #Leslie. Ce scénario voit un impact à partir de samedi soir au sud du #Portugal. Au programme : vent, houle, pluies torrentielles et orages. La situation se précisera dans les prochaines heures.	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1052118321246728192	Arrête l'alcool 😂   pic.twitter.com/1sZPuEGuVu	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1049036506130780160	Au milieu du Carré, juste avant le Déluge #Liège #blackandwhitechallenge #streetphotography #blackandwhite #city	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054296813753298944	Macron se rend dans l'Aude, sept jours après les inondations meurtrières Envoyé via @updayFR	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
737267080261689344	#inondation Ne tentez jamais de franchir une rivière en crue respectez signalisation mise en place par les autorités	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
1050895328646496256	Aux pays des merveilles le déluge	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1051222063002849280	Demi-mondaine, eddy de preto... Bah merci merci ❤️  #JPGFaitSonShow	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054297907657097216	INONDATIONS 😩  😩  CEUX À QUI MACRON SERRE DES MAINS ONT ÉTÉ TRIÉS SUR LE VOLET 👎  TOUT SOURIRE 😳  ET MANU LEUR TAPE SUR LES BRAS COMME D’HAB 🤪  🤪  LES SINISTRES SONT ÉCARTÉS 😩  😩  😩  VISITE TRÈS BIEN PRÉPARÉE DEPUIS 10 JOURS 🤣  UNE HONTE CE MACRON 🤮  🤮  🤮  🤮	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054251223845617664	#Inondations dans l'#Aude, retour sur la mobilisation engagée durant l'évènement:	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1049690807693967360	"#RDC: Le bilan de Kabila selon @kkmtry ""Il est l’homme qui a entrepris de donner une image moderne du Congo, avec ses 5 chantiers et sa révolution de la modernité. Malheureusement, les fonds chinois ne sont pas venus et il a vu se déployer devant lui un déluge de mensonge...""JA"	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
427004226385244160	#Corse Foot Le match Toulouse #Bastia qui devait se jouer ce soir est reporté en raison de la crue de la Garonne et du risque d'inondation.	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
1024001646429458432	"Au coeur de l'été la Présidente de région @CaroleDelga multiplie par 2 voire 3 le prix des abonnements TER dans l'#Herault le #Gard l'#Aude la #Lozere les #Pyrenees-orientales ""C'est un acte politique anti Languedoc-Roussillon"" @Midilibre @A_Boucomont @montpellier_ @N_Hulot"	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
480000694184054784	Alerte a l'inondation dans le stade de France ce soir. Cause : les one D sont en concert.	Autre	NA	Message-Utilisable	Message-InfoUrgent	Degats-Materiels
1051787139309101056	#Aude ........ un dessin de Plantu	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054398437851054080	: Inondations dans l'Aude : Emmanuel Macron annonce un fonds d'aide d'au moins 80 millions d'euros.	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054120189829267456	⚠️   Rome ⚠️    Les images parviennent depuis quelques minutes tout droit de la capitale de Rome ou un orage très violent semble avoir eu lieu entraînant des inondations locales importantes avec des accumulation...  https://www.facebook.com/1507938319463187/posts/2239618599628485/	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054434050235097088	On ne pourra dire que c'est calculé là et sincèrement vu ce que cette jeune fille courageuse a endurer, je tiens à saluer la réaction du Président @EmmanuelMacron et la sincérité évidente de son geste. #Aude #Inondations @ElyseeInfos	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1048282786216468480	hits pop rock disco listen 'n enjoy Alex Beaupain - Après Moi Le Déluge on	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1052090497739698176	#InondationsAude Le ciel se dégage enfin après 24h de déluge. ⁦@SudRadio⁩	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1053999156161925120	Situation invraisemblable avec des #inondations d'une ampleur exceptionnellement... à #Doha, capitale du #Qatar! Jusqu'à 84mm observés en quelques heures ce samedi, soit l'équivalent d'un an de pluie sur ce secteur habituellement aride ! Vidéo Instagram &gt;&gt;	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
521030739333509120	2 photo que j'ai prise au même endroit avant/après #Inondation #Nimes #poulx #baume incroyable	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
738433130130968576	#CrueSeine et inondation  Un immense hommage aux pompiers et secouristes mobilisés 24h/24 pour aider et sauver 🏼	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	Soutiens
649244526335365120	"La #CorseduSud en vigilance ORANGE pour ""#orages-pluie-inondation"" à partir de ce soir 22h :"	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
972395909685358592	niveau poisse y’a pas pire que moi : il y a eu une inondation chez moi, j’ai du attendre mon gardien jusqu’à 9h30, puis j’ai pris un uber et son pneu s’est crevé	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054126089285591040	🇮🇹   ITALIE : Très violent orage de grêle ce soir à #Rome. Des inondations signalées, plusieurs personnes piégées dans leur voiture (Sky TG24).  pic.twitter.com/ATImqfvOm7	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
498196134192746496	si ma grand-mère me force encore à boire du coca j'vais provoquer une sévère inondation dans ses wc j'rigole pas	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
520482463358128128	Le dispositif de vigilance inondation de la Ville de Nîmes vient de passer au niveau 4/4 correspondant à des inondations de grande ampleur.	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
1051429188182401024	ALERTE 🚨   : Une forte zone de précipitation remonte de la mer vers les terres engendrant des pluies soutenues surtout sur l'étang de thau et lodève. #alerte #meteo #vigilancejaune #orage #EpisodeMediterraneen pic.twitter.com/akdb6NmbFz	Aude	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
1051717567633653760	#Inondations à Trèbes dans l'#Aude. Photo : Siham Benbelgace	Aude	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
669556591620935680	MÉTÉO Vigilance orange pour pluie-inondation maintenue sur l'Ariège), la Haute-Garonne, les Pyrénées-Atlantiques et les Hautes-Pyrénées	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
1054398702842986496	Aude : les mesures qu'Emmanuel Macron va annoncer en faveur des victimes des inondations via @franceinfo	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
650311928242401280	#inondation vers Eyguieres (13)... Grêlons et beaucoup d'eau. On rattrape la pluviométrie annuelle :)	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
533207231383097344	Pluie-inondation : quatre départements du sud-est de la France en alerte	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
592317172862611456	Orages et pluie-inondation : Météo France place sept départements en vigilance orange	Autre	NA	Message-Utilisable	Message-InfoUrgent	Avertissement-conseil
1054051793649442816	#Inondations dans l'#Aude : les #gendarmes patrouillent pour éviter les cambriolages des maisons sinistrées	Aude	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
417232769513947136	La gastro provoque un nouveau symptôme : inondation de couloirs ! #ComprendraQuiPourra	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
432767755779977216	Ivre, il abandonne son appart sous 1m de bocks de bière  via @f_gregoire cc @ivre #BZH #inondation	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054384763174248448	Inondations dans l'Aude. Emmanuel Macron promet 80 millions d'euros pour la reconstruction	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054375782850674688	"""On va faire vite"", promet Emmanuel Macron aux sinistrés des inondations de l'Aude"	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
642332846376513536	Un battement d'aile de papillon en Syrie peut causer une inondation d'exilés en Europe .	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054313797559746560	Inondations dans l’Aude : 200 millions d’euros de dégâts	Aude	NA	Message-Utilisable	Message-InfoUrgent	Degats-Materiels
961141717452906496	Ceux qui donnent des conseils aux parisiens à chaque chute de neige ou inondation je vous imagine comme ça, sachez-le.	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
741709377703411712	Orléans inondation épisode 2	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054061755825979392	Inondations dans l’Aude : des dégâts « de l’ordre de 200 millions d’euros »	Aude	NA	Message-Utilisable	Message-InfoUrgent	Degats-Materiels
511899244240723968	A La Faute-sur-Mer, «la mémoire du risque d'inondation» s'est perdue	Autre	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1052100682566787072	Bonjour, bonjour Twitter 👋   Passe un excellent Mardi ici ce encore sera avec le 🌞   Bon courage à ceux et celle qui bossent, et une grosse grosse pensée à tous les habitants de l'#Aude 💋  💋    pic.twitter.com/ddzWx4Jcbu	Aude	NA	Message-Utilisable	Message-InfoNonUrgent	Soutiens
737641674621497344	Fortes pluies, crues : que faire en cas d'#inondation ? Les bons réflexes en infographie	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
1054039354367205376	jusqu'à preuve du contraire ce n'est pas lui qui est la cause des inondations donc c'est une drôle de question.	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
738387799737532416	[Communiqué de presse]  Déclenchement du Plan de Prévention des Risques Inondation @MuseeLouvre  #CrueSeine pic.twitter.com/4YTCdSyRTR	Autre	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
1054311717264478208	Macron dans l'Aude après les inondations meurtrières	Aude	NA	Message-NonUtilisable	Message-NonUtilisable	Message-NonUtilisable
1054354048391045120	Si le nom de votre commune du 8️⃣  6️⃣   est dans la liste ⤵️   c'est que l'état de catastrophe naturelle y a été reconnu pour la sécheresse, les inondations et coulées de boue  https://www.centre-presse.fr/article-634563-reconnaissance-de-l-apos-etat-de-catastrophe-naturelle-pour-plusieurs-communes-dans-la-vienne.html	Aude	NA	Message-Utilisable	Message-InfoNonUrgent	AutresMessages
